Level_Code,University,City,Course,Faculty,Local_Fees,Int_Fees,Currency,Currency_Time,Duration,Duration_Time,Full_Time,Part_Time,Prerequisite_1,Prerequisite_2,Prerequisite_3,Prerequisite_1_grade_1,Prerequisite_2_grade_2,Prerequisite_3_grade_3,Website,Course_Lang,Availability,Description,Career_Outcomes/path,Country,Online,Offline,Distance,Face_to_Face,Blended,Remarks
ADIP,Canberra Institute of Technology,Canberra,Advanced Diploma of Graphic Design,Computer Science & Information Technology,2294,,AUD,Years,3,Days,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/graphic_design/AD-BD22,English,A,"The CIT Advanced Diploma of Graphic Design is well regarded by industry. You will refine and extend your abilities at developing design concepts and also work on more complex design projects. You will collaborate and work in teams, develop negotiation and organisational abilities in order to establish effective work practices for production of work. You will develop a wide-ranging command of highly specialised technical, creative and conceptual abilities and knowledge in visual communication. You may produce work in traditional print design, digital media design or both. Projects may include corporate branding, packaging design, publication design, web graphics, websites, 2D animations and a public exhibition of your work. Real industry experience (placements) are encouraged and supported with local industry. This is a full time course, based on assignments, industry visits and deadlines to replicate the working environment. This course integrates both print and screen-based applications of the design process.",Professional graphic design practitioners.,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Graphic Design,Computer Science & Information Technology,2864,,AUD,Years,3,Days,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/graphic_design/DP-CI25,English,A,"The CIT Diploma of Graphic Design is well regarded by industry. This course will give you the skills to start your career as a graphic designer.You will develop design concepts and produce designs that meet client's needs for a range of visual communication outcomes, either for print-based design work or digital media-based design. You will gain a sound understanding of design theory and practice and be able to analyse and integrate information from a range of sources to generate original designs for a range of outcomes.This course integrates both print and screen based applications of the design process.",Professional graphic design practitioners,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Grid Connect Photo Voltaic Systems,Humanities and Social Science,2250,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/electrical_trades/SA-TS29,English,A,"This course is for fully qualified electricians who wish to know how to design and install small scale PV systems and design and install small scale battery storage systems.On successful completion, you will be eligible to apply for accreditation with the Clean Energy Council to install PV systems.",Specialised electrical work in Photo Voltaics and Battery storage.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Hairdressing,Computer Science & Information Technology,1450,,AUD,Years,1,Days,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/hairdressing/C3-BD24,English,A,"Get started in the creative and dynamic field of hairdressing and be inspired by inspirational educators.When you have completed this nationally recognised and dynamic program, the Certificate III in Hairdressing, you will have the confidence and ability to provide a variety of hairdressing services to your clients. Your journey will include practical skills such as design, colouring, foiling, men's and ladies cutting, long hair design and much more.CIT is a fully accredited Pivot Point school allowing us to use state of the art resources both on campus, off campus and online. Our salons replicate a commercial salon environment - working on clients - which makes the learning journey more enjoyable and practical to salon life. This nationally recognised qualification can be completed as an apprenticeship program enabling you to earn while studying or a full time student over one and half years, 4 days per week.In this program you will gain the skills and knowledge to be employed as a hairdresser working as part of a team in a hairdressing environment, competent in communicating in the workplace, consulting with clients, recommending products and services, and designing and applying a broad range of technical hairdressing services on clients. You will possess a range of well-developed skills where discretion and judgement is required and you are responsible for your own outputs.",Hairdresser,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Health Services Assistance (Assisting in nursing work in acute care) ,English,1500,,AUD,Years,6,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/nursing/C3-HS32,English,A,This qualification will give you the skills and knowledge required for working across the health sector or in the acute care environment,"This program prepares you to work in a variety of health settings, including hospitals, aged care, primary health and mental health.Assistants in Nursing (AIN)Support WorkerPersonal carerTechnical assistanceHealth services assistantClient service assistant",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Heavy Commercial Vehicle Mechanical Technology,Engineering,2365,,AUD,Years,3,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/auto_mechanical/C3-TS09,English,A,In this program you will gain the skills and knowledge to perform a broad range of tasks on a variety of heavy commercial vehicles in the automotive mechanical service and repair sector.,Truck mechanic or Heavy machinery mechanic.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in High Risk Construction for a Licence,Humanities and Social Science,2365,,AUD,Years,2, Weeks,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/high_risk_licences/SA-TS01,English,A,"This training will provide you with the skills and knowledge required to be able to perform various high risk tasks necessary for licensing in the construction industry. You can gain skills in one or more of the following areas: dogging (BIA), rigging (BIA), scaffolding (BIA), and Elevated Work Platforms; (EWP) above 11 metres.  This training program achieves one or more units of competency from the Construction, Plumbing and Services Training Package (CPC08).",License for High Risk Work,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Horticulture,Agriculture,2156.00,,AUD,Years,1,Years,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/horticulture/C3-BE27,English,A,"This program is suited to people who wish to obtain a range of technical skills in horticulture and are interested in learning how to identify plants and maintain gardens. It will suit people who are passionate about the environment, like working outdoors and have an aptitude for practical work. The classes are delivered in the purpose-built 4.5 hectare horticulture facility at Bruce, and students are given the opportunity to work on a range of projects such as building gardens, growing plants in the nursery and maintaining specialised plants.","Horticulturist, gardener.",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Horticulture,Agriculture,3075,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/horticulture/DP-BE27,English,A,The Diploma of Horticulture reflects the role of those who manage amenity horticultural enterprises where a range of skills and knowledge across the breadth of the industry is required or personnel working in horticulture at a level requiring higher technical skills.,"Senior horticulturist, parks and gardens manager, horticultural enterprise manager.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Hospitality,Tourism and Hotel Management,1995,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/hospitality/C4-TS18,English,A,"With this qualification you will be able perform the role of skilled operators who use a broad range of hospitality skills combined with sound knowledge of industry operations. You will be able to operate independently or with limited guidance from others and use discretion to solve non-routine problems. You may have supervisory responsibilities including the planning, monitoring and evaluation of the work of team members.","This qualification provides a pathway to work as a team leader or supervisor in hospitality organisations such as restaurants, hotels, catering operations, clubs, pubs, cafes and coffee shops. Possible job titles include: - Food and beverage supervisor or team leader - Bar supervisor or team leader - Duty manager - Shift manager",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Hospitality,Tourism and Hotel Management,1376,,AUD,Years,6,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/hospitality/C3-TS18,English,A,"This program gives you the skills and knowledge to work in a range of hospitality enterprises such as restaurants, clubs, bars, nightclubs, airlines, cruise ships and hotels worldwide. It covers the full range of tasks required to provide bar and restaurant service.","This qualification provides a pathway to work in organisations such as restaurants, hotels, motels, clubs, pubs, cafes and coffee shops. It provides options for specialisation in areas such as accommodation services, food and beverage and gaming. The qualification also allows an outcome for small businesses requiring multi-skilled employees. Possible job titles include: - Food and beverage attendant - Espresso coffee machine operator - Bar attendant - Function attendant - Restaurant host",Australia,,,,,Yes,
ADIP,Canberra Institute of Technology,Canberra,Advanced Diploma of Hospitality Management,Tourism and Hotel Management,3774,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/hospitality/AD-TS18,English,A,"With this qualification you will be able to operate at a senior level using substantial industry knowledge and wide-ranging, specialised managerial skills across the hospitality industry, including restaurants and bars, sales and marketing including social media applications, human resources, financial management and business operations. You will be able to work independently, take responsibility for others and make a range of strategic business decisions.",This qualification provides a pathway to work in any sector of the hospitality industry as a senior manager in large organisation or small business owner or manager.Possible job titles include: - Food and beverage manager - Operations manager - Cafe owner or manager - Human resources coordinator - Sales and marketing coordinator,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Hospitality Management,Tourism and Hotel Management,3052,,AUD,Years,2,Years,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/service_industry/commercial_cookery/DP-TS10,English,A,"Cookery is a creative and rewarding sector of the hospitality industry. Cooks have the ability to work in a variety of establishments and  using a sound knowledge of industry operations and a broad range of managerial skills, can coordinate cookery operations. This may include hotels, restaurants, cafés, function and conference centres, private catering companies, health care and tourism outlets, including cruise liners and airline catering.Skilled chefs are currently in demand and being sought after by the hospitality industry worldwide.With this qualification you will be able to work as a commercial cook with a supervisory or team leading role in the kitchen. You will be able to operate independently or with limited guidance from others and use discretion to solve non-routine problems and make a range of operational business decisions.",This qualification provides a pathway to work in the food production sector of the hospitality industry as a departmental or small business manager.Possible job titles include:- banquet or function chef/manager- chef de cuisine- executive chef- kitchen manager- restaurant manager- sous chef- unit manager (catering operations),Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Hot Water Temperature Control Devices,Humanities and Social Science,927,,AUD,Years,3,Days,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/trades/plumbing/SA-TS08,English,A,"This program is designed to provide plumbers with the skills required to correctly install, commission and maintain Hot Water Temperature Control Devices.",Professional development for Journeyman/Registered Plumber or Independent Plumbing Contractor.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Human Resources,Tourism and Hotel Management,1103,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/management/C4-BC42,English,A,"This qualification reflects the role of individuals who work in a range of support positions in human resources management. In smaller companies they may work across all human resources functional areas and in larger companies they may be assigned responsibilities in units or business areas focused on discrete human resources functions, such as remuneration, workforce planning or human resources information systems.","Human resources assistant, human resources coordinator, human resources administrator, human resources officer.",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Human Resources Management,Tourism and Hotel Management,1285,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/management/DP-BT13,English,A,"This program provides the skills and knowledge to build or enhance your career in personnel management, staff training and human resource management. This program combines practical and theoretical concepts to give you the edge to participate in recruitment and workforce planning.","Human resources manager and change agent, human resources consultant, senior human resources officer.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Individual Support (Ageing),Science and Health Science,1958,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/aged_care/C3-HS14,English,A,This course will give you the skills and knowledge to work in both residential aged care and community based facilities.,"Support worker, personal carer, care worker, carer, nursing assistant, respite worker.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Individual Support (Disability),Computer Science & Information Technology,1892.00,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/disability/C3-HS15,English,A,This program will give you the skills and knowledge to work as a disability support worker.,"Support worker, key worker, disability support worker, recreational support worker, learning support assistant, community access worker, advocate, employment consultant.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Individual Support (Home and Community),Humanities and Social Science,1936.00,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/home_community_care/C3-HS16,English,A,This program will give you the skills and knowledge to work in home and community care.,"Community care worker, home care worker, support worker, carer, driver, respite carer.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Individual Support - Disability Skill Set,Humanities and Social Science,1936.00,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/disability/SA-HS18,English,A,This skill set is for people working in various support roles in the disability and/or community services sector who wish to update and further develop skills in providing person centred support.,On completion of this Skill Set participants will have a greater awareness and understanding of the current requirements within the employment areas of: - Support worker - personal carer- care worker-  respite workerThe units in this program can contribute to further study pathways in the Community Services and Health Training Package.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Induction,Humanities and Social Science,1936.00,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/alcohol_other_drugs/SA-HS15,English,A,"""Introduction to Community Work"" is a skill set providing requirements for people entering the Community/Health Services Sector.  It provides a set of introductory skills for people who wish to work in the Community/Health Sector and also support the induction of new workers into a variety of roles. Work is supervised and may involve working directly or indirectly with clients.",This skill set is being offered as an Introduction to work in the Community Sector. It is recommended that individuals complete as least the Certificate IV in Community Work for employment in the sector.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Induction to Disability,Humanities and Social Science,1936.00,,AUD,Years,6,Months,Yes,,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/disability/SA-HS16,English,A,Students will learn how to support and empower an individual client while communicating respectfully and working safely at all times.,"Learners will gain the skills and knowledge needed to commence employment in a disability support work role.These units provide credit towards a range of qualifications in the Community Services and Health Training Package, including the CHC33015 Certificate III in Individual Support.",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Infection Control and Sterilisation,Humanities and Social Science,327,,AUD,Years,6,Months,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/dental/SA-HS19,English,A,"This skills set is for people working in sterilisation areas in a variety of industries, providing training in infection prevention, implementing policies and procedures and the processing of medical devices and equipment.",Sterilisation Coordinator or Assistant,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Infection Control Skill Set,Humanities and Social Science,327,,AUD,Years,18,Hours,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/infection_control/SA-HS31,English,A,"This Infection Control skill set provides the skills and knowledge required to follow organisational infection prevention and control procedures, including implementing standard and transmission-based precautions and responding to infection risks. This training will also prepare workers to manage the risk of infection posed by COVID 19 in their workplace.",This Skill Set applies to individuals working in health and direct client care context.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Infection control Skill Set (Food Handling),Humanities and Social Science,327,,AUD,Years,18,Hours,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/infection_control/SA-TS41,English,A,This Infection Control skill set has been developed in response to COVID 19 to upskill workers in various roles in food handling. This training will prepare workers with the skills and knowledge to follow basic infection prevention and control policies and procedures to manage the risk of infection posed by COVID 19 in their workplace.,This unit of competency from the HLT Health Training Package provides a set of skills for implementing infection control policies and procedures in a food handling workplace.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Infection Control Skill Set (Retail) ,Humanities and Social Science,327,,AUD,Years,18,Hours,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/infection_control/SA-TS40,English,A,This Infection Control skill set has been developed in response to COVID 19 to upskill workers in various roles in the retail industry. This training will prepare workers with the skills and knowledge to follow basic infection prevention and control policies and procedures to manage the risk of infection posed by COVID 19 in their workplace.,This unit of competency from the HLT Health Training Package provides a set of skills for implementing infection control policies and procedures in a retail workplace.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Statement of Attainment - Infection Control Skill Set (Transport and Logistics),Humanities and Social Science,327,,AUD,Years,18,Hours,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/infection_control/SA-TS42,English,A,This Infection Control skill set has been developed in response to COVID 19 to upskill workers in various roles in the transport and logistics industry. This training will prepare workers with the skills and knowledge to follow basic infection prevention and control policies and procedures to manage the risk of infection posed by COVID 19 in their workplace.,This unit of competency from the HLT Health Training Package provides a set of skills for implementing infection control policies and procedures in a transport and logistics workplace.,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Information Technology,Computer Science & Information Technology,2397,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/information_technology/DP-BD34,English,A,This qualification provides you with the skills and knowledge to administer and manage information and communications technology (ICT) support in small-to-medium enterprises (SMEs) using a wide range of general ICT technologies.,"Depending on the Elective Stream you choose, possible job titles relevant to this qualification include: - Information systems office manager - Office systems administrator - IT office manager - IT systems administrator - Systems manager",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Information Technology,Computer Science & Information Technology,2179,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/information_technology/C4-BD34,English,A,"This qualification provides you with the skills and knowledge to be competent in a wide range of general Information and Communication Technologies (ICT) and to support small to medium enterprises (SMEs). The program will equip you with broad skill base in problem solving, cyber security requirements, basic networking, ICT support, testing, database development, programming and web development. At CIT you may achieve this qualification by completing the units in one of four elective streams.- Infrastructure Support: with a focus on networking, plus units in web technologies and databases.- Applications Development: with a focus on programming and web technologies, plus units in database, project analysis and planning.- Testing: with a focus on test planning, operational acceptance testing and web and diagnostics testing. - Data Analytics","Depending  on the pathway you choose, possible job titles relevant to this qualification  include:- ICT Technician/Customer Support- Information  Systems: Operator/Administrator- User  Support Technician- Network  Operations Technician- Entry level web developer- Entry level database developer- Assistant software, systems or web tester",Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Information Technology Networking,Humanities and Social Science,2487,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/information_technology/C4-BD35,English,A,"This qualification provides you with the skills and knowledge to work as an ICT specialist, either as an independent network support technician or as part of a team. You will develop skills to manage and install small to medium computer networks, install and manage servers, administer network security, network and data integrity and troubleshooting.",Possible job titles relevant to this qualification include: •	Network support•	Network operations support•	Network operations technician•	Network technician•	Network support technician,Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Information Technology Networking,Humanities and Social Science,2722,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/information_technology/DP-BD35,English,A,"This qualification provides you with the skills and knowledge to manage, as an independent ICT specialist or as part of a team, the installation of a range of networks, to current industry standards using the latest server operating systems, network hardware and server virtualisation technology.",Possible job titles relevant to this qualification include:  - Network administrator - IT administrator - IT operations administrator - Network services administrator - Network support coordinator - Network operations analyst - Network security coordinator - Network e-business coordinator,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,"Certificate III in Information, Digital Media and Technology",Computer Science & Information Technology,1438,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/information_technology/C3-BD33,English,A,"This qualification provides you with the skills and knowledge to be competent in a wide range of general information and communications technology (ICT) technical functions and to achieve a degree of self-sufficiency as an advanced ICT user.Working at this level you will support information technology activities in the workplace across a wide range of ICT areas, including technical support, network administration, web technologies, software applications and digital media technologies. To complete the Certificate III in Information, Digital Media and Technology you need to complete all the CORE units and all the units from ONE of the following two Elective Streams;-	Web/Applications Development-	Infrastructure and Networking","Upon completion of this qualification, you may find yourself eligible to work in the following positions: - Help desk assistant/officer- ICT operations support- ICT user support- PC support- Technical support",Australia,,,,,Yes,
SHORT COURSES,Canberra Institute of Technology,Canberra,Statement of Attainment - Course in Initial General Education for Adults,Humanities and Social Science,484,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/education_community/foundation_skills/SA-CM06,English,A,This program provides you with the opportunity to develop your literacy and numeracy skills to give you the confidence to re-engage with learning and to enrol into other CIT qualifications.,,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate IV in Interior Decoration,Creative Arts & Design & Music,2271,,AUD,Years,1,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/interior_design/C4-BD32,English,A,"In this program you will  gain the skills and knowledge to provide advice and practical assistance on the  interior styling of existing interior spaces to meet client requirements.You will cover the research  and analysis of the client brief, planning and arrangement of the given space, understanding  the psychology and selection of colours, specification of finishes and  furnishings and sourcing, costing and purchasing of product. Skills for drawing  plans, elevations and sections using hand drawing skills and computer software.You will be decorating for  small residential or commercial environments and be involved with working  directly with the client or with associated professionals such as architects,  builders, retailers, interior designers and suppliers required to implement a  project.","Employment in retail, interior decorator or colour consultant for associated professional practices.  Stylist for residential properties.",Australia,,,,,Yes,
DIP,Canberra Institute of Technology,Canberra,Diploma of Interior Design,Creative Arts & Design & Music,4086,,AUD,Years,18,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/interior_design/DP-BD32,English,A,"This program will give you  the underpinning skills and technical knowledge to provide creative and  technical solutions for interior residential, small commercial and  institutional design projects with proficiency and confidence. It will develop your creative  design and problem solving skills and enable you to work with a client brief,  within project parameters. Emphasis is placed on the relationship between human  activity and interaction, spatial design and sustainability.You will study different  techniques of design communication, technical and computer-aided drawing,  furnishings, materials and finishes, the psychology of colour and design  history.The program is taught  through a series of practical projects and live briefs which encourage client  interaction and provides industry content.Upon graduation you will be  able to join a design practice or operate a small interior design and  decoration consultancy that specialises in residential and other small scale  projects.","Self-employment as an  interior decorator, colour consultant or interior stylist. In-house interior  designer or decorator for design and decoration consultancies, furniture,  furnishings and fabric suppliers, furnishing departments of retail stores or  shopfitters. Designer within Interior Design Practice or Building company that  specialises in Residential projects.",Australia,,,,,Yes,
ADIP,Canberra Institute of Technology,Canberra,Advanced Diploma of Interior Design,Creative Arts & Design & Music,6282,,AUD,Years,2,Years,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/creative/interior_design/AD-BD32,English,A,"In this program you will  learn how to provide creative and technical solutions for complex residential,  commercial and/or institutional design environments including facilities for  people with disabilities, the aged, and adaptive re-use projects. It will provide  you with an awareness of interior space planning and an in-depth understanding  of the design process, supported by theoretical knowledge of construction and  human factors. You will have already gained  all the skills from Certificate IV and Diploma of Interior Design  The Advanced Diploma will build on these  foundation skills and prepare you for working in a large design commercial  practice.The majority of our students  gain employment after completing work placement that is part of the Advance Diploma  of Interior Design.","Interior designer for  interior design and architectural practices, self employed design consultant,  design project administrator and design manager.",Australia,,,,,Yes,
ADIP,Canberra Institute of Technology,Canberra,Non-Accredited Training - Introduction to Construction Planning,Humanities and Social Science,275,,AUD,Years,4,Hours,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/building_management/XA-BD17,English,A,The purpose of this course is to introduce you to the planning process of low rise building and construction work.,"Builder or site manager upgrading knowledge, building support",Australia,,,,,Yes,
BA,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Introduction to Legal Services [extract from BSB42215],Humanities and Social Science,484,,AUD,Years,10, Weeks,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/legal/SA-BT18,English,A,"This course provides you with an introduction of the skills and knowledge to provide support in a range of legal service settings. It covers legal areas such as preparing and producing complex legal documents, interpreting and applying legislation, researching legal and other information in response to requests and researching legal processes.","Legal assistant/assistant paralegal, legal secretary, legal support officer, legal support for recruitment consultant. (Job outcomes likely upon full completion of the Certificate IV in Legal Studies BSB42215).",Australia,,,,,Yes,
BA,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Introduction to Nursing,Humanities and Social Science,1160,,AUD,Years,11,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/nursing/SA-HS23,English,A,This program provides an introduction to working in the health care sector. The focus is on preparing people to work in nursing or healthcare and provides a study pathway into relevant qualifications.This program is available for Year 11 or 12 students as part of a Vocational Learning Options (VLO) pathway.,Supervised work in Health and Aged Care Services Industry,Australia,,,,,Yes,
BA,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Introduction to Nursing (Health Services),English,520,,AUD,Years,11,Years,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/health_fitness/nursing/SA-HS20,English,A,This program provides an introduction to working in the health care sector. The focus is on preparing people to work in nursing or healthcare and provides a study pathway into relevant qualifications. This program is available for Year 11 or 12 students as part of a Vocational Learning Options (VLO) pathway.,Supervised work in Health and Aged Care Services Industry,Australia,,,,,Yes,
BA,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Introduction to Organisational Cyber Security,Humanities and Social Science,200,,AUD,Years,3,Hours,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/cyber/SA-BD43,English,A,"This program provides  introductory knowledge and skills for cyber security in an organisation. You  will learn how to recognize threats, risks and vulnerabilities that affect  networks, machines, applications, data, users and infrastructure. In addition it also covers:an introduction  to common cyber security attack mechanisms an introduction  to identity and threat management security issues  surrounding Internet of Things (IOT) devices Finally, the program introduces the  implementation of tools and systems an organisation can use to protect from  cyber-attacks.",The training provides  upskilling at an introductory level in Cyber Security foundations to support  mitigating organisational risk. A critical skill for any employee in the new digital  world of work.,Australia,,,,,Yes,
BA,Canberra Institute of Technology,Canberra,Statement of Attainment - training in Introduction to Project Management Practice [extract from BSB41515] ,Humanities and Social Science,264,,AUD,Years,8, Weeks,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/project_management/SA-BT17,English,A,"In this program you will gain skills and knowledge to contribute to the planning of a project including scope, scheduling and time, the application of quality measures and continuous improvement",Entry into project management administration and practice support.This program includes three units from the in C4-BC43 Certificate IV in Project Management Practice BSB41515.,Australia,,,,,Yes,
BA,Canberra Institute of Technology,Canberra,Non-Accredited Training - Justice of the Peace - ACT,Humanities and Social Science,450,,AUD,Years,2,Days,,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/legal/OCA-BT01,English,A,"The purpose of this course is to provide students with a range of skills and knowledge that are required to perform the functions of a Justice of the Peace in the ACT.These duties and responsibilities may be subject to a range of legislation, rules and/or codes of practice.",Completion of this course will enable the successful participant to apply for membership of the ACT Justice of the Peace Association. Successful completion of this course is a recommendation to the ACT Justice and Community Safety Directorate that participants are eligible to be sworn in by the Supreme Court of the ACT as a Justice of the Peace in the ACT.,Australia,,,,,Yes,
BA,Canberra Institute of Technology,Canberra,Statement of Attainment - Key Management Skill Set,Humanities and Social Science,324,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/professional/management/SA-BT19,English,A,"This course is set for people newly promoted to the position of supervisor, leading hand or team leader.",These competencies from the BSB Business Services Training Package meet the industry requirements for a supervisor.,Australia,,,,,Yes,
VOC,Canberra Institute of Technology,Canberra,Certificate III in Laboratory Skills,Humanities and Social Science,2046,,AUD,Years,6,Months,Yes,Yes,USI,,Equivalent ,,,Year 12,https://cit.edu.au/courses/science_environment/laboratory_studies/C3-HS31,English,A,This qualification covers the skills and knowledge required to perform a limited range of laboratory operations across all industry sectors.,"Laboratory assistant in a variety of industry settings eg food industry, pathology laboratory, schools.",Australia,,,,,Yes,
